,species,decimalLatitude,decimalLongitude
1981,Quercus macrocarpa,46.813201,-89.71953
1987,Quercus macrocarpa,46.813339,-89.716819
2158,Quercus rubra,46.813392,-89.712172
2168,Quercus rubra,46.813553,-89.709337
2185,Quercus rubra,46.813708,-89.757214
2744,Tsuga canadensis,46.813831,-89.756992
1650,Ostrya virginiana,46.814159,-89.783506
2613,Tsuga canadensis,46.814195,-89.680258
2455,Tilia americana,46.814865,-89.728747
419,Acer saccharum,46.814987,-89.703025
2130,Quercus rubra,46.815012,-89.732215
689,Betula alleghaniensis,46.815092,-89.695511
2447,Tilia americana,46.816772,-89.727614
400,Acer saccharum,46.837444,-89.439869
2437,Tilia americana,46.840038,-90.64038
2136,Quercus rubra,46.840062,-90.64042
2446,Tilia americana,46.872402,-90.501406
2213,Quercus rubra,46.923771,-90.55406
2434,Tilia americana,46.932151,-91.860153
585,Betula alleghaniensis,46.934257,-91.861734
252,Acer rubrum,46.964125,-90.652828
385,Acer saccharum,46.964125,-90.652828
1567,Ostrya virginiana,46.964125,-90.652828
2086,Quercus rubra,46.964125,-90.652828
2581,Tsuga canadensis,46.964125,-90.652828
2440,Tilia americana,46.990505,-91.955583
2126,Quercus rubra,46.990516,-91.955337
2403,Tilia americana,46.991297,-91.954738
2217,Quercus rubra,47.016041,-90.757687
2788,Tsuga canadensis,47.016041,-90.757687
653,Betula alleghaniensis,47.0256,-88.839794
2584,Tsuga canadensis,47.027393,-88.736696
2642,Tsuga canadensis,47.028664,-88.731255
2630,Tsuga canadensis,47.028747,-88.731155
2758,Tsuga canadensis,47.028903,-88.728431
2060,Quercus rubra,47.029031,-88.728944
2127,Quercus rubra,47.029194,-88.730439
2534,Tsuga canadensis,47.029224,-88.727
2664,Tsuga canadensis,47.029296,-88.726781
2557,Tsuga canadensis,47.029381,-88.726985
2792,Tsuga canadensis,47.030103,-88.73098
1227,Fraxinus americana,47.030406,-88.827092
2697,Tsuga canadensis,47.065506,-88.707113
2216,Quercus rubra,47.070483,-90.727127
662,Betula alleghaniensis,47.073021,-90.584711
2209,Quercus rubra,47.074755,-90.586249
591,Betula alleghaniensis,47.074885,-90.586461
2553,Tsuga canadensis,47.225557,-88.188441
2827,Ulmus americana,47.263236,-91.297572
668,Betula alleghaniensis,47.266783,-91.298395
1250,Fraxinus pennsylvanica,47.310718,-91.324352
2208,Quercus rubra,47.314175,-91.29048
483,Acer saccharum,47.326783,-88.145286
1236,Fraxinus pennsylvanica,47.33306,-93.7925
2683,Tsuga canadensis,47.356262,-88.338997
2547,Tsuga canadensis,47.356268,-88.338983
2791,Tsuga canadensis,47.356273,-88.338995
2543,Tsuga canadensis,47.369295,-88.350687
1663,Ostrya virginiana,47.373022,-88.307902
2733,Tsuga canadensis,47.3867,-88.004822
222,Acer pensylvanicum,47.3958,-87.8899
2431,Tilia americana,47.39587,-88.007867
2121,Quercus rubra,47.395967,-87.898607
402,Acer saccharum,47.396548,-87.902212
83,Acer pensylvanicum,47.3966,-87.900528
2588,Tsuga canadensis,47.40681,-88.29506
2153,Quercus rubra,47.427722,-88.005525
404,Acer saccharum,47.43845,-87.893212
2064,Quercus rubra,47.447103,-87.785387
399,Acer saccharum,47.44712,-87.785387
2144,Quercus rubra,47.449645,-88.155221
2146,Quercus rubra,47.456162,-87.898278
2170,Quercus rubra,47.46378,-87.9711
2128,Quercus rubra,47.463931,-87.970177
2163,Quercus rubra,47.464083,-87.9673
2115,Quercus rubra,47.464181,-87.96735
2105,Quercus rubra,47.464217,-87.968723
2231,Quercus rubra,47.464222,-87.968796
2192,Quercus rubra,47.464245,-87.966636
2226,Quercus rubra,47.464396,-87.968882
2131,Quercus rubra,47.465125,-87.951653
1615,Ostrya virginiana,47.465241,-87.950972
2194,Quercus rubra,47.46579,-87.951538
2206,Quercus rubra,47.46585,-87.951588
2058,Quercus rubra,47.465897,-87.921406
2147,Quercus rubra,47.466006,-87.909131
2138,Quercus rubra,47.466366,-87.951433
2202,Quercus rubra,47.46675,-87.899758
2222,Quercus rubra,47.473889,-87.9675
2119,Quercus rubra,47.474687,-87.89833
1619,Ostrya virginiana,47.479167,-87.958733
448,Acer saccharum,47.496946,-90.99655
663,Betula alleghaniensis,47.593328,-90.863872
457,Acer saccharum,47.594369,-90.863255
375,Acer saccharum,47.59759,-90.860703
679,Betula alleghaniensis,47.601803,-90.844139
640,Betula alleghaniensis,47.603192,-90.831797
649,Betula alleghaniensis,47.605337,-90.83952
638,Betula alleghaniensis,47.606687,-90.858183
426,Acer saccharum,47.626022,-90.773995
429,Acer saccharum,47.626904,-90.780718
494,Acer saccharum,47.627194,-90.772689
676,Betula alleghaniensis,47.641732,-90.772513
497,Acer saccharum,47.65589,-90.70245
607,Betula alleghaniensis,47.853091,-89.165984
573,Betula alleghaniensis,47.878831,-89.989131
602,Betula alleghaniensis,47.898335,-89.957779
584,Betula alleghaniensis,47.908382,-89.158848
503,Acer saccharum,47.913041,-89.157018
506,Acer saccharum,47.913041,-89.154709
594,Betula alleghaniensis,47.917337,-89.17298
2215,Quercus rubra,47.941058,-89.128053
1551,Ostrya virginiana,47.959094,-88.989113
2091,Quercus rubra,48.019199,-91.559484
356,Acer saccharinum,48.03165,-91.61886
1237,Fraxinus pennsylvanica,48.03165,-91.61886
1988,Quercus macrocarpa,48.03165,-91.61886
2487,Tilia americana,48.03165,-91.61886
605,Betula alleghaniensis,48.031651,-91.618862
2062,Quercus rubra,48.044241,-90.369133
2200,Quercus rubra,48.044289,-90.368473
1968,Quercus macrocarpa,48.046719,-91.347013
352,Acer saccharinum,48.047717,-91.662924
1947,Quercus ellipsoidalis,48.051077,-91.438512
615,Betula alleghaniensis,48.051398,-90.318306
1949,Quercus ellipsoidalis,48.05456,-91.329045
586,Betula alleghaniensis,48.055758,-90.350067
2812,Ulmus americana,48.057476,-90.046009
2810,Ulmus americana,48.05748,-90.04601
1989,Quercus macrocarpa,48.060876,-91.294158
2823,Ulmus americana,48.062438,-90.25692
677,Betula alleghaniensis,48.06255,-90.259923
616,Betula alleghaniensis,48.064954,-90.322646
2090,Quercus rubra,48.06803,-91.664638
601,Betula alleghaniensis,48.069998,-90.459508
1972,Quercus macrocarpa,48.078012,-91.145273
1976,Quercus macrocarpa,48.078021,-91.145272
1974,Quercus macrocarpa,48.0787,-91.145775
1235,Fraxinus pennsylvanica,48.08113,-90.70486
250,Acer rubrum,48.08429,-88.617192
2814,Ulmus americana,48.08444,-90.522269
593,Betula alleghaniensis,48.088762,-90.535104
2227,Quercus rubra,48.09408,-88.63795
2813,Ulmus americana,48.095412,-90.397251
604,Betula alleghaniensis,48.095412,-90.39725
343,Acer rubrum,48.099446,-88.623369
276,Acer rubrum,48.104369,-88.593598
1950,Quercus ellipsoidalis,48.109159,-91.65871
388,Acer saccharum,48.109717,-88.605246
2419,Tilia americana,48.111622,-91.65666
570,Betula alleghaniensis,48.125848,-91.090669
2187,Quercus rubra,48.167051,-90.878863
2169,Quercus rubra,48.343922,-92.475662
1948,Quercus ellipsoidalis,48.399796,-92.478801
603,Betula alleghaniensis,48.404426,-92.79166
1973,Quercus macrocarpa,48.42824,-92.52702
2092,Quercus rubra,48.46228,-92.82006
2157,Quercus rubra,48.467178,-92.817488
2417,Tilia americana,48.4833,-92.8
1945,Quercus ellipsoidalis,48.484165,-92.798889
2071,Quercus rubra,48.502156,-92.639517
2410,Tilia americana,48.502203,-92.639496
1234,Fraxinus pennsylvanica,48.52144,-92.66536
1970,Quercus macrocarpa,48.6903,-94.43922
2811,Ulmus americana,48.690302,-94.439218
2418,Tilia americana,48.735353,-94.642459
2832,Ulmus americana,48.821707,-95.101712
2833,Ulmus americana,48.893832,-95.40735
1975,Quercus macrocarpa,48.93051,-95.02576
