"","species","n","full_r2","full_constrained_var","full_unconstrained_var","geo_cor","lat_r2","lat_constrained_var","lat_unconstrained_var","long_r2","long_constrained_var","long_unconstrained_var","full_anova_p_value","full_anova_lat_p_value","full_anova_long_p_value","lat_anova_p_value","long_anova_p_value"
"115","Quercus_virginiana",3992,0.558902324569265,0.559123370760911,0.440876629239086,0.17796779380838,0.3055834618306,0.305757457455298,0.694242542544704,0.233104231602607,0.233296387896367,0.766703612103634,0.001,0.001,0.001,0.001,0.001
"116","Robinia_pseudoacacia",1504,0.394893967977133,0.395699165624535,0.604300834375465,0.179515060641029,0.228933635689234,0.229446653895695,0.770553346104307,0.187179453558695,0.187720252325456,0.812279747674545,0.001,0.001,0.001,0.001,0.001
"117","Salix_caroliniana",1456,0.575921523645231,0.576504449385925,0.423495550614068,-0.747557840671263,0.473285474189332,0.473647477299854,0.526352522700139,0.433353256548313,0.433742704481957,0.566257295518042,0.001,0.001,0.001,0.001,0.001
"118","Salix_nigra",6537,0.673034076738554,0.673134127510666,0.326865872489338,0.429867592085139,0.40733742828409,0.407428104932149,0.592571895067854,0.362298348201805,0.362395915773989,0.637604084226011,0.001,0.001,0.001,0.001,0.001
"119","Sassafras_albidum",13271,0.439791907393156,0.439876339660316,0.56012366033969,0.289843482842694,0.382779070655111,0.382825583159206,0.617174416840799,0.0960287436328988,0.0960968650538761,0.903903134946125,0.001,0.001,0.001,0.001,0.001
"120","Sorbus_americana",561,0.234370750702437,0.2371051408785,0.762894859121501,0.893054660472901,0.108785237422918,0.110376692356091,0.889623307643908,0.13921503985992,0.140752155860171,0.85924784413983,0.001,0.001,0.001,0.001,0.001
"121","Taxodium_distichum",10537,0.588712256176635,0.588790329020944,0.411209670979058,0.222228282335925,0.330687900386012,0.330751426591366,0.669248573408636,0.249251576206827,0.249322831751986,0.750677168248012,0.001,0.001,0.001,0.001,0.001
"122","Thuja_occidentalis",172,0.313885250709429,0.32190998461926,0.67809001538074,0.302667256509082,0.225891402304394,0.230418353168111,0.769581646831889,0.167262379645588,0.172132190290935,0.827867809709065,0.001,0.001,0.001,0.001,0.001
"123","Tilia_americana",610,0.355588521309259,0.357704815163744,0.642295184836256,-0.327448296288892,0.273788261807147,0.27498072771551,0.72501927228449,0.15562130608093,0.157007806399352,0.84299219360065,0.001,0.001,0.001,0.001,0.001
"124","Triadica_sebifera",13028,0.597371121835884,0.597432936356213,0.402567063643791,0.265756416891226,0.257376286226748,0.257433292729686,0.742566707270317,0.292666207216058,0.292720504736038,0.707279495263963,0.001,0.001,0.001,0.001,0.001
"125","Tsuga_canadensis",4742,0.208078981107476,0.208413054517682,0.791586945482316,0.387584005813642,0.186537130870114,0.186708711310766,0.813291288689236,0.0756328224898651,0.0758277955287831,0.924172204471216,0.001,0.001,0.001,0.001,0.001
"126","Tsuga_caroliniana",484,0.333091053872333,0.33585258159957,0.66414741840043,0.907364714432422,0.126965862652795,0.128773386746681,0.871226613253319,0.0779028715825439,0.0798119753680872,0.920188024631913,0.001,0.001,0.001,0.001,0.001
"127","Ulmus_alata",4433,0.544748372284721,0.544953810744882,0.45504618925512,0.393988477180796,0.44777206685939,0.44789666702481,0.552103332975193,0.194952149602889,0.195133793973466,0.804866206026534,0.001,0.001,0.001,0.001,0.001
"128","Ulmus_americana",5386,0.703383217638566,0.703493381717438,0.296506618282566,0.242650292293225,0.378235803336948,0.378351265583311,0.621648734416691,0.354254553774962,0.354374469363862,0.645625530636136,0.001,0.001,0.001,0.001,0.001
"129","Ulmus_crassifolia",9676,0.568912605514018,0.569001719187297,0.430998280812701,0.508909519546774,0.357923848864495,0.357990213324561,0.642009786675442,0.298029478114424,0.298102033207125,0.701897966792875,0.001,0.001,0.001,0.001,0.001
"130","Ulmus_rubra",1196,0.612880104335491,0.613528003742461,0.386471996257541,0.342979115381051,0.443277515843075,0.443743392398855,0.556256607601146,0.256124105879464,0.256746596167431,0.743253403832569,0.001,0.001,0.001,0.001,0.001
"131","Ulmus_thomasii",10,0.381650171817895,0.519061244747252,0.480938755252748,0.366948151489389,0.316827658035724,0.392735696031755,0.607264303968245,0.0607589045591335,0.165119026274785,0.834880973725215,0.011,0.005,0.196,0.013,0.209
