"","species","Intercept","Intercept.p.value","Slope","Slope.p.value","R2","R2.p.value","F.value","F.test.p.value","SES.intercept","SES.slope","SES.R2","Rank.intercept","Rank.slope","Rank.R2","P.val.intercept","P.val.slope","P.val.R2","Category","significant"
"R220","Carya cordiformis",0.0832414370724408,1,0.000867132077449022,0.001,0.238567823647125,0.001,3676617.83609507,0.001,9.06511783136289,-2.76195214842139,-22.0022284147934,1000,5,1,1,0.005,0.001,"overdisperser","non-significant"
"R221","Carya glabra",0.0550673604727308,1,0.00140997339957857,0.001,0.490839834644579,0.001,6733140.19279192,0.001,-2.00485806879686,19.6334823273385,16.1677065009797,6,1000,1000,0.006,1,1,"shifting","significant"
"R222","Carya illinoinensis",0.0208884309968976,1,0.00309163975393184,0.001,0.767460349105874,0.001,54359693.5162382,0.001,-15.4342219115369,89.0122254585048,58.0216838471303,1,1000,1000,0.001,1,1,"shifting","significant"
"R223","Carya ovata",0.0894590671159686,1,0.000895575990549099,0.001,0.221421377770221,0.001,8466965.0723636,0.001,11.5081088019585,-1.58847149008093,-24.5965658546486,1000,51,1,1,0.051,0.001,"generalists","non-significant"
"R224","Carya texana",0.0481743109567979,1,0.00387327119351982,0.001,0.763164145194012,0.001,786085.072331823,0.001,-4.71323048873876,121.259173094722,57.3716481057403,1,1000,1000,0.001,1,1,"shifting","significant"
"R225","Castanea dentata",0.0781231094493245,1,0.0011226156591389,0.001,0.3249995081773,0.001,16391337.7702828,0.001,7.05405765565503,7.77826573868087,-8.92471038125019,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R226","Celtis laevigata",0.0542855094234131,1,0.00138872298006246,0.001,0.581753757585123,0.001,81759080.6788686,0.001,-2.31205792476484,18.7567760810482,29.9234081654549,2,1000,1000,0.002,1,1,"shifting","significant"
"R227","Celtis occidentalis",0.0648438215415831,1,0.000891981849571342,0.001,0.400492671739851,0.001,43116292.8652253,0.001,1.8364457637539,-1.73675119076443,2.49775828015618,954,41,997,0.954,0.041,0.997,"overdisperser","significant"
"R228","Cercis canadensis",0.0511122461018305,1,0.000846257089472119,0.001,0.4443983972651,0.001,515815586.228702,0.001,-3.55887601906724,-3.62316960987956,9.14089986016073,1,2,1000,0.001,0.002,1,"specialists","significant"
"R229","Chamaecyparis thyoides",0.0741603381225004,1,0.0020316936850409,0.001,0.80694481140828,0.001,7564516.60296676,0.001,5.49703118380117,45.2831433750644,63.9958676272023,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R230","Cornus florida",0.0685729106752855,1,0.000880343922095634,0.001,0.302166851289399,0.001,123601791.979506,0.001,3.30165534013655,-2.21688494549297,-12.3793981364215,1000,13,1,1,0.013,0.001,"overdisperser","non-significant"
"R231","Diospyros virginiana",0.0675691958545654,1,0.000747787836955539,0.001,0.292612025629358,0.001,71957918.8716461,0.001,2.90728220649784,-7.68561217405457,-13.8250879382086,996,1,1,0.996,0.001,0.001,"overdisperser","non-significant"
"R232","Fagus grandifolia",0.0774835518942436,1,0.00124340476125152,0.001,0.363551466081038,0.001,578346337.771327,0.001,6.80276683884851,12.7615349031154,-3.09161887719049,1000,1000,3,1,1,0.003,"overdisper.shifter","non-significant"
"R233","Fraxinus albicans",0.100324527024576,1,0.0101925208033815,0.001,0.553814109848788,0.001,1457.19033101234,0.001,15.7772950131465,381.965819409783,25.6960088140607,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R234","Fraxinus americana",0.0830398383319597,1,0.000932101638715456,0.001,0.361860737418965,0.001,13488988.4123148,0.001,8.98590695853338,-0.0815711734556464,-3.34743402979658,1000,462,1,1,0.462,0.001,"generalists","non-significant"
"R235","Fraxinus caroliniana",0.102299266901686,1,0.00195262521883698,0.001,0.47304845607277,0.001,183561.474134718,0.001,16.5531970297158,42.0210986821106,13.4757877286087,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R236","Fraxinus pennsylvanica",0.0159446530427209,1,0.000986279129896332,0.001,0.863104424980214,0.001,5140031848.92646,0.001,-17.3766991606064,2.15357269702665,72.4930797692077,1,981,1000,0.001,0.981,1,"shifting","significant"
"R237","Fraxinus profunda",0.119997403345634,1,0.00162500563742717,0.001,0.216193348049183,0.001,2683.22408924188,0.001,23.5070342999055,28.5048415931039,-25.3875911982875,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R238","Fraxinus quadrangulata",0.0720950634915938,1,0.00357746946600818,0.001,0.402456594995385,0.001,308097.040481347,0.001,4.68555683750147,109.055591797124,2.7949090522411,1000,1000,998,1,1,0.998,"overdisper.shifter","significant"
"R239","Gleditsia aquatica",0.0798064837566599,1,0.00169961410909362,0.001,0.536856130659401,0.001,98616.3807738769,0.001,7.7154781975919,31.5828849741563,23.130187265318,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R240","Gleditsia triacanthos",0.0373867193998511,1,0.00179626499488978,0.001,0.696685547328111,0.001,108604605.604801,0.001,-8.95182117097596,35.5703090917246,47.3131253873445,1,1000,1000,0.001,1,1,"shifting","significant"
"R241","Gordonia lasianthus",0.070917673644667,1,0.0026654591229007,0.001,0.59990534779384,0.001,2020091.68207257,0.001,4.22294443618832,71.4297386285539,32.6698286428795,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R242","Gymnocladus dioicus",0.0830160838593771,1,0.00204247289979916,0.001,0.328275399771408,0.001,1012415.66803749,0.001,8.97657350485018,45.7278501208069,-8.4290526646298,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R243","Ilex opaca",0.0643653825383608,1,0.00112186689025181,0.001,0.497458762581251,0.001,229458395.86313,0.001,1.6484606059574,7.74737456686933,17.1691812486381,930,1000,1000,0.93,1,1,"generalists","non-significant"
"R244","Juglans cinerea",0.106341821873532,1,0.000931613332351845,0.001,0.229960575469431,0.001,722367.139086362,0.001,18.1415715751966,-0.101716716406293,-23.3045453125241,1000,455,1,1,0.455,0.001,"generalists","non-significant"
"R245","Juglans nigra",0.06981282800053,1,0.00102595599331099,0.001,0.346193701921642,0.001,59105576.45493,0.001,3.78883563369721,3.79047939256113,-5.7179297613344,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R246","Juniperus virginiana",0.0698868030549107,1,0.00098632281359273,0.001,0.418985566747122,0.001,261111306.318403,0.001,3.81790143346918,2.15537490942364,5.29581976958112,1000,982,1000,1,0.982,1,"overdisper.shifter","significant"
"R247","Liquidambar styraciflua",0.0451849662574246,1,0.0013794754410242,0.001,0.691402866175302,0.001,2268426266.24282,0.001,-5.88778446789822,18.3752600723167,46.5138310265225,1,1000,1000,0.001,1,1,"shifting","significant"
"R248","Liriodendron tulipifera",0.070823933517706,1,0.00101873771651458,0.001,0.24265894381356,0.001,268247351.046671,0.001,4.18611267197189,3.49268252553611,-21.3832228030808,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R249","Maclura pomifera",0.035120165159704,1,0.00497158492355677,0.001,0.71800399964897,0.001,37143482.2346298,0.001,-9.84238099912279,166.571149490284,50.5387069109342,1,1000,1000,0.001,1,1,"shifting","significant"
"R250","Magnolia acuminata",0.0883921861562159,1,0.00224598674012896,0.001,0.478205724444942,0.001,2091658.86041935,0.001,11.0889168376362,54.1240069537765,14.2561065492763,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R251","Magnolia fraseri",0.157968208446785,1,0.00287262717083214,0.001,0.0992954266752333,0.001,175529.213853542,0.001,38.4262773811049,79.9766532678422,-43.0747933297909,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R252","Magnolia grandiflora",0.136302227844312,1,0.000886924437908382,0.001,0.157394419079801,0.001,3377455.07972691,0.001,29.913420454849,-1.94539951375951,-34.2841441016578,1000,24,1,1,0.024,0.001,"overdisperser","non-significant"
"R253","Magnolia macrophylla",0.060185131622553,1,0.00345171882639705,0.001,0.582981786666859,0.001,1941243.16377274,0.001,0.00598346102448064,103.867629689435,30.1092147079215,579,1000,1000,0.579,1,1,"generalists","non-significant"
"R254","Magnolia virginiana",0.0716909754461219,1,0.00163683391978939,0.001,0.634134894316569,0.001,17890053.5530202,0.001,4.52678517699698,28.9928286195239,37.8489190929183,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R255","Morus rubra",0.0659265111460767,1,0.00105397993509007,0.001,0.385659151774293,0.001,8778679.71685584,0.001,2.26184915849093,4.9466337350563,0.253377346185341,980,1000,592,0.98,1,0.592,"overdisper.shifter","non-significant"
"R256","Nyssa aquatica",0.126360785216881,1,0.00125358667693272,0.001,0.205819288668284,0.001,48137.0191817026,0.001,26.0072931356802,13.1815995079643,-26.9572348928679,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R257","Nyssa biflora",0.103064215861477,1,0.00145171319282376,0.001,0.291996669264523,0.001,125297.325937383,0.001,16.8537558260181,21.3554971529367,-13.9181942336826,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R258","Nyssa ogeche",0.109374474372002,1,0.00896420186091732,0.001,0.390414233964063,0.001,14870.1596874938,0.001,19.3331417745893,331.290354462908,0.972843516788406,1000,1000,830,1,1,0.83,"overdisper.shifter","non-significant"
"R259","Nyssa sylvatica",0.0743046614140683,1,0.00099566869301855,0.001,0.389632038513393,0.001,20892173.8965254,0.001,5.55373775779781,2.54094804427308,0.854493687469495,1000,991,791,1,0.991,0.791,"overdisper.shifter","non-significant"
"R260","Ostrya virginiana",0.0697765417290596,1,0.00102207009739838,0.001,0.376157980978581,0.001,28863096.2437693,0.001,3.7745782666718,3.63016306485587,-1.18419422373262,1000,1000,118,1,1,0.118,"overdisper.shifter","non-significant"
"R261","Oxydendrum arboreum",0.115488527839038,1,0.0012575578057716,0.001,0.10668108346176,0.001,1303057.29937302,0.001,21.7354361068577,13.3454322010192,-41.9573089218404,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R262","Paulownia tomentosa",0.056615019744116,1,0.000855748956668757,0.001,0.38722089543397,0.001,24276060.1960729,0.001,-1.39676180075203,-3.23157361084802,0.489676464780758,55,3,684,0.055,0.003,0.684,"generalists","non-significant"
"R263","Persea borbonia",0.123354201984997,1,0.000872619911430929,0.001,0.236433599376621,0.001,104228.579143859,0.001,24.8259659038545,-2.53554634373153,-22.3251465267896,1000,8,1,1,0.008,0.001,"overdisperser","non-significant"
"R264","Pinus clausa",0.120422987975103,1,0.00387311317907114,0.001,0.28707671657687,0.001,392650.459242793,0.001,23.674252259118,121.252654058519,-14.6626060815681,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R265","Pinus echinata",0.108752364274836,1,0.000840964499629277,0.001,0.172812689828065,0.001,590945.944170814,0.001,19.0887063000672,-3.84152043211883,-31.9512876399042,1000,1,1,1,0.001,0.001,"overdisperser","non-significant"
"R266","Pinus elliottii",0.117119748392206,1,0.00278092472560745,0.001,0.348795406164861,0.001,1071765.9499831,0.001,22.3763647331254,76.1933817673606,-5.32427974347823,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R267","Pinus glabra",0.134290288840152,1,0.0017330912460504,0.001,0.22793730365944,0.001,34507.8501101134,0.001,29.1229023979459,32.9640160645648,-23.6106757984187,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R268","Pinus palustris",0.122250707969531,1,0.00109859429384957,0.001,0.258081383481895,0.001,5506136.85889088,0.001,24.3923881745562,6.78724149195432,-19.0497355642261,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R269","Pinus pungens",0.142916369004955,1,0.00225915385843384,0.001,0.199742384719224,0.001,76414.5565834069,0.001,32.5122060082796,54.6672289289841,-27.8766988766365,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R270","Pinus rigida",0.0887299534124348,1,0.00140743252071811,0.001,0.204918536113289,0.001,13274827.8652635,0.001,11.221630162702,19.5286559559653,-27.0935229664574,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R271","Pinus serotina",0.0915908820023497,1,0.00203471617984846,0.001,0.453087263407702,0.001,106683.86660025,0.001,12.3457277149448,45.4078392698988,10.4555659376366,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R272","Pinus taeda",0.0856805167973951,1,0.00118915185889748,0.001,0.513424449672951,0.001,14873166.9503014,0.001,10.0234652568146,10.5232798730392,19.5848643629331,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R273","Pinus virginiana",0.0934934665193047,1,0.00124069605126464,0.001,0.188173823947302,0.001,1776807.99885225,0.001,13.0932789142244,12.6497844991723,-29.6270762172995,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R274","Planera aquatica",0.131095618580948,1,0.00192302790057008,0.001,0.242106481606788,0.001,21453.7119049412,0.001,27.8676732282094,40.8000331978099,-21.4668129183399,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R275","Platanus occidentalis",0.0597497815463576,1,0.00109894610269893,0.001,0.459705294038261,0.001,256726092.374684,0.001,-0.165071474336396,6.80175570027385,11.4569049186843,495,1000,1000,0.495,1,1,"generalists","non-significant"
"R276","Populus deltoides",0.0529312271615423,1,0.00120042605472418,0.001,0.540563175706574,0.001,100671314.78235,0.001,-2.8441737493196,10.9884075330213,23.6910805155084,1,1000,1000,0.001,1,1,"shifting","significant"
"R277","Populus heterophylla",0.105619050508456,1,0.00128488364852257,0.001,0.225987837852492,0.001,16529.5535107403,0.001,17.857584926534,14.4727858048744,-23.9056390909279,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R278","Prunus americana",0.0899365799612273,1,0.000844258991152559,0.001,0.39241250734798,0.001,2818848.90430736,0.001,11.6957300597599,-3.70560305436438,1.27519162392267,1000,1,899,1,0.001,0.899,"overdisperser","non-significant"
"R279","Prunus serotina",0.0671415407158879,1,0.000872096498994266,0.001,0.380678256536464,0.001,205487217.875037,0.001,2.73925071620268,-2.55714022107878,-0.500255394515872,995,8,314,0.995,0.008,0.314,"overdisperser","non-significant"
"R280","Quercus alba",0.0762648367943935,1,0.000993047651132554,0.001,0.344334591414294,0.001,144783828.062498,0.001,6.3239171865181,2.43281447112178,-5.99922187450275,1000,991,1,1,0.991,0.001,"overdisper.shifter","non-significant"
"R281","Quercus bicolor",0.0528814014339767,1,0.00141353554956874,0.001,0.558875916074876,0.001,48151314.6676913,0.001,-2.86375095183791,19.7804422094357,26.4618837656342,1,1000,1000,0.001,1,1,"shifting","significant"
"R282","Quercus coccinea",0.0691459525711148,1,0.00126637382326374,0.001,0.405844556793368,0.001,3404992.6835396,0.001,3.52681125444529,13.7091453783945,3.30752351476045,1000,1000,999,1,1,0.999,"overdisper.shifter","significant"
"R283","Quercus ellipsoidalis",0.0740999769873639,1,0.00391642888842534,0.001,0.420034234244879,0.001,748285.185921271,0.001,5.47331447710086,123.039684800407,5.4544880656771,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R284","Quercus falcata",0.0830507565228736,1,0.00132342586364436,0.001,0.44539914480239,0.001,9050419.56898555,0.001,8.99019686347002,16.0628815071037,9.29231764215901,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R285","Quercus ilicifolia",0.141731212737951,1,0.00119226493406916,0.001,0.0706320560874955,0.001,321235.396009512,0.001,32.046542075436,10.651712746852,-47.4116953328105,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R286","Quercus imbricaria",0.128080334676281,1,0.000845677681191087,0.001,0.0857859975911807,0.001,162229.702993705,0.001,26.6829273843245,-3.6470736489856,-45.1188331217944,1000,1,1,1,0.001,0.001,"overdisperser","non-significant"
"R287","Quercus incana",0.103848833174335,1,0.0014786191163043,0.001,0.394589508897337,0.001,193969.906256496,0.001,17.1620425843595,22.4655265883422,1.60458213824069,1000,1000,951,1,1,0.951,"overdisper.shifter","significant"
"R288","Quercus laevis",0.0965015545897896,1,0.002373367198595,0.001,0.391222953137757,0.001,1860833.32507466,0.001,14.2751974174973,59.3792087867491,1.09520650942872,1000,1000,861,1,1,0.861,"overdisper.shifter","non-significant"
"R289","Quercus laurifolia",0.100951647350962,1,0.00152258649214911,0.001,0.396369359015368,0.001,337910.051956058,0.001,16.0236990745192,24.2794424504227,1.87388178387503,1000,1000,978,1,1,0.978,"overdisper.shifter","significant"
"R290","Quercus lyrata",0.114664206723909,1,0.0013025645386201,0.001,0.231195373386166,0.001,127956.907601441,0.001,21.4115491873991,15.2022277237375,-23.1177146136703,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R291","Quercus macrocarpa",0.0388765644891564,1,0.00177613352062714,0.001,0.667489838341167,0.001,116499311.001577,0.001,-8.36644087731442,34.7397659949303,42.8956780952518,1,1000,1000,0.001,1,1,"shifting","significant"
"R292","Quercus margaretta",0.129547395020314,1,0.00187669816129972,0.001,0.407995560030354,0.001,2820.79949820961,0.001,27.2593552432837,38.8886557882236,3.63298036284575,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R293","Quercus marilandica",0.0910684342257367,1,0.00101070241899163,0.001,0.421183189358327,0.001,14557592.9369006,0.001,12.1404509146305,3.16117869221976,5.62833034698311,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R294","Quercus michauxii",0.0558167170141379,1,0.0012360573473888,0.001,0.41635943614832,0.001,1822642.98845049,0.001,-1.7104257446479,12.4584103637319,4.8984739299049,19,1000,1000,0.019,1,1,"shifting","significant"
"R295","Quercus minima",0.084829853289982,1,0.00419163570809367,0.001,0.419368972007095,0.001,179235.625273213,0.001,9.68922805500674,134.393603608551,5.35383077826048,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R296","Quercus muehlenbergii",0.0726491312337311,1,0.00151568382373936,0.001,0.525673212718117,0.001,13421563.2376319,0.001,4.90325755009834,23.994666307236,21.4381594882391,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R297","Quercus nigra",0.100274990930725,1,0.000917843351210606,0.001,0.287252481875973,0.001,16251711.0397831,0.001,15.7578316116335,-0.669810370683174,-14.6360119699158,1000,265,1,1,0.265,0.001,"generalists","non-significant"
"R298","Quercus pagoda",0.113463806820075,1,0.00145425317445515,0.001,0.301144001508569,0.001,132260.913777024,0.001,20.9398958233937,21.4602865082722,-12.53416009122,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R299","Quercus palustris",0.0329436065882499,0.001,0.0013174458575243,0.001,0.540179572662491,0.001,1189420107.68605,0.001,-10.6975803113704,15.8161706732618,23.6330395811683,1,1000,1000,0.001,1,1,"shifting","significant"
"R2100","Quercus phellos",0.0548002203319614,1,0.0016684347953125,0.001,0.790869224313637,0.001,217354089.424458,0.001,-2.10982104459544,30.2965527619272,61.5635561285575,2,1000,1000,0.002,1,1,"shifting","significant"
"R2101","Quercus rubra",0.0528617437430346,1,0.00111308498595,0.001,0.450616537010464,0.001,433886575.451695,0.001,-2.87147472458382,7.38506876157059,10.0817334803443,1,1000,1000,0.001,1,1,"shifting","significant"
"R2102","Quercus shumardii",0.0834865536623006,1,0.0012830850426705,0.001,0.417506703862803,0.001,1412803.7557882,0.001,9.1614274560235,14.3985826116655,5.07206089985704,1000,1000,1000,1,1,1,"overdisper.shifter","significant"
"R2103","Quercus sinuata",0.168155403178394,1,0.00169063722317802,0.001,0.276977561125065,0.001,14118.1386480715,0.001,42.4289640271086,31.2125350171366,-16.1906555261954,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R2104","Quercus stellata",0.070285500431999,1,0.000926654340363655,0.001,0.46850124654723,0.001,32252823.567259,0.001,3.97455502742831,-0.306304642214242,12.7877736641392,1000,390,1000,1,0.39,1,"generalists","non-significant"
"R2105","Quercus texana",0.0606873726451364,1,0.00346474611923172,0.001,0.54018748188365,0.001,23376.1589583367,0.001,0.203320754276784,104.405083032027,23.634236283314,628,1000,1000,0.628,1,1,"generalists","non-significant"
"R2106","Quercus velutina",0.0817619863741817,1,0.000826722350341593,0.001,0.274546791027506,0.001,10087908.040421,0.001,8.48382163458278,-4.42909383186491,-16.5584424085062,1000,1,1,1,0.001,0.001,"overdisperser","non-significant"
"R2107","Quercus virginiana",0.0902411644351935,1,0.00102404140064601,0.001,0.37206204766333,0.001,7111678.10360843,0.001,11.8154054207052,3.71149105319131,-1.80392808736783,1000,1000,42,1,1,0.042,"overdisper.shifter","non-significant"
"R2108","Robinia pseudoacacia",0.116751032529024,1,0.00105425568639718,0.001,0.14497600070932,0.001,980332.077280224,0.001,22.2314912816394,4.95801011721114,-36.163108871011,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R2109","Salix caroliniana",0.0631037555955429,1,0.00146143916180693,0.001,0.729217530663729,0.001,3414795.61363003,0.001,1.15275030991419,21.7567512435821,52.23536658918,855,1000,1000,0.855,1,1,"generalists","non-significant"
"R2110","Salix nigra",0.061011614096178,1,0.00102148674861957,0.001,0.562749321285746,0.001,34457194.9228385,0.001,0.330719607480027,3.60609645677028,27.0479480865106,667,1000,1000,0.667,1,1,"generalists","non-significant"
"R2111","Sassafras albidum",0.0812188696342004,1,0.000907473517859462,0.001,0.272069184129471,0.001,244710391.35245,0.001,8.27042371890351,-1.09762769753854,-16.9333159177431,1000,132,1,1,0.132,0.001,"generalists","non-significant"
"R2112","Taxodium distichum",0.093017586228626,1,0.00106284624769957,0.001,0.399939939211224,0.001,33830097.9687402,0.001,12.9062991092065,5.31242188528166,2.41412726393641,1000,1000,997,1,1,0.997,"overdisper.shifter","significant"
"R2113","Tilia americana",0.0438828955329287,1,0.00114031406594193,0.001,0.51768383139288,0.001,371134826.333495,0.001,-6.39938567297983,8.50843032587125,20.2293287344989,1,1000,1000,0.001,1,1,"shifting","significant"
"R2114","Triadica sebifera",0.112751682249307,1,0.000843266153960235,0.001,0.210918838843985,0.001,22668308.7366329,0.001,20.6600924442692,-3.74656349598765,-26.1856491052231,1000,1,1,1,0.001,0.001,"overdisperser","non-significant"
"R2115","Tsuga canadensis",0.0841210426606061,1,0.000981161279115377,0.001,0.276773350712451,0.001,177713955.188017,0.001,9.4107267682938,1.94243090079795,-16.2215535165344,1000,972,1,1,0.972,0.001,"overdisper.shifter","non-significant"
"R2116","Tsuga caroliniana",0.157969820279913,1,0.00249116232263042,0.001,0.0530381446099841,0.001,6438.65325025513,0.001,38.4269106921495,64.2389585411528,-50.0737364104362,1000,1000,1,1,1,0.001,"overdisper.shifter","non-significant"
"R2117","Ulmus alata",0.087307356854743,1,0.000818811487570408,0.001,0.213714159550627,0.001,2520412.64693437,0.001,10.6626727270052,-4.75546399127684,-25.762704011079,1000,1,1,1,0.001,0.001,"overdisperser","non-significant"
"R2118","Ulmus americana",0.0317886368256865,1,0.000957014745872745,0.001,0.749564524479351,0.001,733597806.740237,0.001,-11.1513835581863,0.94624273124098,55.3139618982797,1,839,1000,0.001,0.839,1,"generalists","non-significant"
